amfi_code,date,nav
118633,2023-05-16,51.9937
118633,2023-05-17,51.5005
118633,2023-05-18,51.3876
118633,2023-05-19,51.9813
118633,2023-05-22,52.1588
118633,2023-05-23,52.3422
118633,2023-05-24,51.8267
118633,2023-05-25,51.3782
118633,2023-05-26,51.8332
118633,2023-05-29,51.5912
118633,2023-05-30,51.393
118633,2023-05-31,51.8585
118633,2023-06-01,53.3869
118633,2023-06-02,53.6493
118633,2023-06-03,52.5109
118633,2023-06-04,52.6817
118633,2023-06-06,51.6274
118633,2023-06-07,55.0684
118633,2023-06-09,58.6424
118633,2023-06-10,60.3142
118633,2023-06-11,60.8745
118633,2023-06-12,60.1631
118633,2023-06-13,50.6936
118633,2023-06-14,51.155
118633,2023-06-15,51.0801
118633,2023-06-16,50.6316
118633,2023-06-19,50.5516
118633,2023-06-20,50.3948
118633,2023-06-21,50.8715
118633,2023-06-22,50.7324
118633,2023-06-23,50.6351
118633,2023-06-26,51.2958
118633,2023-06-27,51.5528
118633,2023-06-28,52.3413
118633,2023-06-29,52.9531
118633,2023-06-30,52.5675
118633,2023-07-02,53.5878
118633,2023-07-03,53.5705
118633,2023-07-04,51.9492
118633,2023-07-06,51.4184
118633,2023-07-07,55.569
118633,2023-07-08,58.3498
118633,2023-07-09,58.166
118633,2023-07-11,60.3378
118633,2023-07-12,59.8536
118633,2023-07-13,54.1548
118633,2023-07-14,54.8282
118633,2023-07-17,54.7196
118633,2023-07-18,55.3749
118633,2023-07-19,54.805
118633,2023-07-20,55.3593
118633,2023-07-21,55.1467
118633,2023-07-24,54.5537
118633,2023-07-25,55.3707
118633,2023-07-26,55.9429
118633,2023-07-27,56.0764
118633,2023-07-28,56.1222
118633,2023-07-31,56.3692
118633,2023-08-02,53.5782
118633,2023-08-03,52.8068
118633,2023-08-05,52.1187
118633,2023-08-06,51.1826
118633,2023-08-08,59.19
118633,2023-08-09,57.7092
118633,2023-08-11,60.1481
118633,2023-08-12,59.4813
118633,2023-08-14,58.5896
118633,2023-08-15,58.3345
118633,2023-08-16,59.4825
118633,2023-08-17,60.4688
118633,2023-08-18,60.8995
118633,2023-08-21,60.4169
118633,2023-08-22,60.9261
118633,2023-08-23,60.8294
118633,2023-08-24,59.716
118633,2023-08-25,59.8983
118633,2023-08-28,59.4859
118633,2023-08-29,59.094
118633,2023-08-30,58.994
118633,2023-08-31,58.7656
118633,2023-09-01,52.597
118633,2023-09-02,53.4291
118633,2023-09-03,52.331
118633,2023-09-05,52.0931
118633,2023-09-06,50.7243
118633,2023-09-08,59.4709
118633,2023-09-10,60.3271
118633,2023-09-11,59.4741
118633,2023-09-13,58.322
118633,2023-09-14,58.4909
118633,2023-09-15,58.8141
118633,2023-09-18,58.9871
118633,2023-09-19,59.1382
118633,2023-09-20,59.3305
118633,2023-09-21,58.3579
118633,2023-09-22,58.2595
118633,2023-09-25,58.8901
118633,2023-09-26,61.005
118633,2023-09-27,60.3917
118633,2023-09-28,60.6487
118633,2023-09-29,60.3752
118633,2023-10-01,52.4815
118633,2023-10-02,53.3802
118633,2023-10-03,52.7162
118633,2023-10-04,52.538
118633,2023-10-05,51.8403
118633,2023-10-07,55.4494
118633,2023-10-08,59.3246
118633,2023-10-10,60.9303
118633,2023-10-11,58.496
118633,2023-10-13,60.8125
118633,2023-10-16,60.9904
118633,2023-10-17,61.5398
118633,2023-10-18,60.8791
118633,2023-10-19,61.3475
118633,2023-10-20,61.0719
118633,2023-10-23,61.6969
118633,2023-10-24,61.9111
118633,2023-10-25,61.8287
118633,2023-10-26,61.5395
118633,2023-10-27,62.02
118633,2023-10-30,62.7459
118633,2023-10-31,62.4839
118633,2023-11-01,52.8309
118633,2023-11-04,52.1476
118633,2023-11-05,51.843
118633,2023-11-07,55.0699
118633,2023-11-08,58.9388
118633,2023-11-09,57.5719
118633,2023-11-10,60.3854
118633,2023-11-12,59.1931
118633,2023-11-13,57.943
118633,2023-11-14,58.3024
118633,2023-11-15,57.682
118633,2023-11-16,57.5388
118633,2023-11-17,58.5654
118633,2023-11-20,58.5702
118633,2023-11-21,58.7777
118633,2023-11-22,58.3194
118633,2023-11-23,59.4735
118633,2023-11-24,59.2208
118633,2023-11-27,59.1323
118633,2023-11-28,59.854
118633,2023-11-29,59.789
118633,2023-11-30,59.8451
118633,2023-12-01,53.4592
118633,2023-12-04,51.6693
118633,2023-12-05,52.1902
118633,2023-12-06,50.9669
118633,2023-12-07,54.9274
118633,2023-12-09,57.5466
118633,2023-12-10,60.7711
118633,2023-12-12,58.4963
118633,2023-12-13,57.7113
118633,2023-12-14,57.8926
118633,2023-12-15,58.4039
118633,2023-12-18,58.8847
118633,2023-12-19,57.6903
118633,2023-12-20,57.5955
118633,2023-12-21,57.0678
118633,2023-12-22,57.1697
118633,2023-12-25,56.9888
118633,2023-12-26,57.3167
118633,2023-12-27,57.3366
118633,2023-12-28,56.4149
118633,2023-12-29,55.9646
118633,2024-01-01,55.9964
118633,2024-01-02,53.3434
118633,2024-01-03,51.4202
118633,2024-01-04,53.0684
118633,2024-01-05,57.0426
118633,2024-01-07,59.7865
118633,2024-01-08,63.0763
118633,2024-01-10,62.2882
118633,2024-01-11,58.0142
118633,2024-01-15,52.2744
118633,2024-01-16,52.3078
118633,2024-01-17,52.0034
118633,2024-01-18,52.0627
118633,2024-01-19,51.9151
118633,2024-01-22,52.0187
118633,2024-01-23,52.4503
118633,2024-01-24,52.8672
118633,2024-01-25,53.4988
118633,2024-01-26,53.9235
118633,2024-01-29,54.065
118633,2024-01-30,53.8865
118633,2024-01-31,53.7303
118633,2024-02-01,56.0698
118633,2024-02-02,53.3731
118633,2024-02-04,53.1571
118633,2024-02-05,57.4753
118633,2024-02-07,59.7397
118633,2024-02-08,62.412
118633,2024-02-09,60.3168
118633,2024-02-10,62.3432
118633,2024-02-12,57.9176
118633,2024-02-13,52.7121
118633,2024-02-14,52.424
118633,2024-02-15,52.6844
118633,2024-02-16,52.6666
118633,2024-02-19,52.4951
118633,2024-02-20,52.6434
118633,2024-02-21,52.4784
118633,2024-02-22,53.0297
118633,2024-02-23,52.6033
118633,2024-02-26,52.5437
118633,2024-02-27,51.9236
118633,2024-02-28,51.7917
118633,2024-02-29,51.0565
118633,2024-03-01,55.4076
118633,2024-03-04,53.4389
118633,2024-03-05,57.597
118633,2024-03-06,56.8048
118633,2024-03-07,59.7308
118633,2024-03-09,61.0762
118633,2024-03-10,61.7289
118633,2024-03-12,58.1089
118633,2024-03-13,53.0114
118633,2024-03-14,52.7981
118633,2024-03-15,53.4668
118633,2024-03-18,53.1678
118633,2024-03-19,53.3027
118633,2024-03-20,53.9698
118633,2024-03-21,53.6009
118633,2024-03-22,54.0222
118633,2024-03-25,54.2987
118633,2024-03-26,54.3078
118633,2024-03-27,53.8619
118633,2024-03-28,53.5465
118633,2024-03-29,53.711
118633,2024-04-01,54.6901
118633,2024-04-03,51.7957
118633,2024-04-04,53.933
118633,2024-04-06,58.1325
118633,2024-04-07,60.0335
118633,2024-04-09,60.6322
118633,2024-04-10,61.7248
118633,2024-04-11,58.6032
118633,2024-04-12,58.2759
118633,2024-04-15,54.4199
118633,2024-04-16,54.5781
118633,2024-04-17,54.6168
118633,2024-04-18,54.7807
118633,2024-04-19,54.7651
118633,2024-04-22,54.9216
118633,2024-04-23,54.7272
118633,2024-04-24,54.5924
118633,2024-04-25,54.3438
118633,2024-04-26,55.299
118633,2024-04-29,56.0465
118633,2024-04-30,56.3507
118633,2024-05-01,54.7454
118633,2024-05-02,53.7301
118633,2024-05-03,52.182
118633,2024-05-04,53.2995
118633,2024-05-06,57.8355
118633,2024-05-07,60.2704
118633,2024-05-08,62.4213
118633,2024-05-09,60.9336
118633,2024-05-11,58.1539
118633,2024-05-12,57.9577
118633,2024-05-13,55.6603
118633,2024-05-14,55.8486
118633,2024-05-15,55.3051
118633,2024-05-16,54.9708
118633,2024-05-17,55.5653
118633,2024-05-20,55.1653
118633,2024-05-21,55.277
118633,2024-05-22,55.213
118633,2024-05-23,55.4888
118633,2024-05-24,55.0998
118633,2024-05-27,55.1721
118633,2024-05-28,55.2827
118633,2024-05-29,55.4237
118633,2024-05-30,55.4909
118633,2024-05-31,55.6886
118633,2024-06-02,53.4149
118633,2024-06-03,52.2222
118633,2024-06-05,56.8666
118633,2024-06-06,56.6943
118633,2024-06-08,63.1336
118633,2024-06-09,61.0109
118633,2024-06-11,57.5729
118633,2024-06-12,56.8594
118633,2024-06-13,57.9473
118633,2024-06-14,58.5573
118633,2024-06-17,59.2468
118633,2024-06-18,58.5569
118633,2024-06-19,58.1667
118633,2024-06-20,58.1426
118633,2024-06-21,58.2231
118633,2024-06-24,58.1372
118633,2024-06-25,58.3903
118633,2024-06-26,58.9359
118633,2024-06-27,59.8691
118633,2024-06-28,60.2066
118633,2024-07-02,53.4249
118633,2024-07-03,51.8453
118633,2024-07-05,56.7645
118633,2024-07-06,57.0223
118633,2024-07-08,63.7965
118633,2024-07-10,62.6169
118633,2024-07-11,58.9942
118633,2024-07-15,62.5664
118633,2024-07-16,62.0792
118633,2024-07-17,62.1562
118633,2024-07-18,61.7618
118633,2024-07-19,62.3668
118633,2024-07-22,62.4801
118633,2024-07-23,61.9988
118633,2024-07-24,62.4923
118633,2024-07-25,62.6237
118633,2024-07-26,63.1848
118633,2024-07-29,62.5808
118633,2024-07-30,62.817
118633,2024-07-31,63.2796
118633,2024-08-01,54.0998
118633,2024-08-02,53.1341
118633,2024-08-03,51.5072
118633,2024-08-04,53.9496
118633,2024-08-05,56.6263
118633,2024-08-07,61.4019
118633,2024-08-08,63.5887
118633,2024-08-10,62.418
118633,2024-08-11,59.5804
118633,2024-08-13,62.4729
118633,2024-08-14,62.7518
118633,2024-08-15,62.726
118633,2024-08-16,62.3429
118633,2024-08-19,62.9855
118633,2024-08-20,63.0961
118633,2024-08-21,63.3715
118633,2024-08-22,62.4469
118633,2024-08-23,61.1575
118633,2024-08-26,60.4182
118633,2024-08-27,60.1938
118633,2024-08-28,60.5317
118633,2024-08-29,59.3248
118633,2024-08-30,60.1951
118633,2024-09-01,53.337
118633,2024-09-02,53.2597
118633,2024-09-04,54.7906
118633,2024-09-05,56.0922
118633,2024-09-07,61.184
118633,2024-09-08,62.9057
118633,2024-09-09,61.4841
118633,2024-09-10,61.7725
118633,2024-09-12,57.635
118633,2024-09-13,61.9874
118633,2024-09-16,62.1521
118633,2024-09-17,61.1574
118633,2024-09-18,61.5692
118633,2024-09-19,62.6721
118633,2024-09-20,62.02
118633,2024-09-23,62.002
118633,2024-09-24,62.5176
118633,2024-09-25,62.5672
118633,2024-09-26,62.6907
118633,2024-09-27,62.5071
118633,2024-09-30,62.3037
118633,2024-10-01,53.1555
118633,2024-10-04,55.0175
118633,2024-10-05,55.3903
118633,2024-10-06,57.1455
118633,2024-10-07,61.4236
118633,2024-10-09,61.3892
118633,2024-10-10,61.7219
118633,2024-10-12,57.5196
118633,2024-10-14,60.677
118633,2024-10-15,60.7829
118633,2024-10-16,60.4345
118633,2024-10-17,60.1335
118633,2024-10-18,60.246
118633,2024-10-21,59.4675
118633,2024-10-22,58.5913
118633,2024-10-23,58.9694
118633,2024-10-24,58.0037
118633,2024-10-25,57.5359
118633,2024-10-28,56.6591
118633,2024-10-29,56.4458
118633,2024-10-30,56.6885
118633,2024-10-31,56.774
118633,2024-11-01,52.9543
118633,2024-11-03,52.234
118633,2024-11-04,54.5443
118633,2024-11-06,57.7125
118633,2024-11-07,62.7449
118633,2024-11-09,61.6777
118633,2024-11-10,61.3658
118633,2024-11-11,59.9218
118633,2024-11-12,56.9855
118633,2024-11-13,60.1682
118633,2024-11-14,59.4175
118633,2024-11-15,59.5306
118633,2024-11-18,59.5987
118633,2024-11-19,59.1559
118633,2024-11-20,58.906
118633,2024-11-21,59.7292
118633,2024-11-22,59.6941
118633,2024-11-25,60.8258
118633,2024-11-26,59.9301
118633,2024-11-27,59.6856
118633,2024-11-28,58.907
118633,2024-11-29,58.3121
118633,2024-12-01,52.5728
118633,2024-12-02,53.0297
118633,2024-12-03,52.9268
118633,2024-12-04,54.4147
118633,2024-12-06,57.8875
118633,2024-12-07,62.4541
118633,2024-12-08,62.6992
118633,2024-12-09,62.3123
118633,2024-12-11,59.9923
118633,2024-12-12,57.1533
118633,2024-12-13,57.286
118633,2024-12-16,57.1526
118633,2024-12-17,57.2571
118633,2024-12-18,56.7061
118633,2024-12-19,57.1168
118633,2024-12-20,56.6461
118633,2024-12-23,56.3734
118633,2024-12-24,56.7262
118633,2024-12-25,57.3613
118633,2024-12-26,58.1992
118633,2024-12-27,58.7739
118633,2024-12-30,58.6364
118633,2024-12-31,57.8747
118633,2025-01-01,58.6266
118633,2025-01-04,69.581
118633,2025-01-05,68.7247
118633,2025-01-07,73.5469
118633,2025-01-08,78.3843
118633,2025-01-09,76.7104
118633,2025-01-10,79.3072
118633,2025-01-12,78.5689
118633,2025-01-13,61.5441
118633,2025-01-14,62.5598
118633,2025-01-15,62.3366
118633,2025-01-16,62.5919
118633,2025-01-17,62.0912
118633,2025-01-20,62.5874
118633,2025-01-21,63.1181
118633,2025-01-22,64.4999
118633,2025-01-23,64.8081
118633,2025-01-24,65.2569
118633,2025-01-27,65.0201
118633,2025-01-28,65.365
118633,2025-01-29,65.18
118633,2025-01-30,65.2803
118633,2025-01-31,65.4145
118633,2025-02-01,59.3702
118633,2025-02-04,70.0443
118633,2025-02-05,68.7931
118633,2025-02-06,71.8053
118633,2025-02-07,72.6163
118633,2025-02-09,77.363
118633,2025-02-10,79.1293
118633,2025-02-12,78.7817
118633,2025-02-13,65.4419
118633,2025-02-14,65.7826
118633,2025-02-17,65.5858
118633,2025-02-18,66.8374
118633,2025-02-19,65.5354
118633,2025-02-20,66.0243
118633,2025-02-21,66.475
118633,2025-02-24,66.8277
118633,2025-02-25,66.9662
118633,2025-02-26,67.3269
118633,2025-02-27,67.8794
118633,2025-02-28,67.481
118633,2025-03-01,59.0499
118633,2025-03-02,65.2453
118633,2025-03-03,67.6942
118633,2025-03-04,69.482
118633,2025-03-06,71.9235
118633,2025-03-07,72.6136
118633,2025-03-09,77.105
118633,2025-03-10,81.1374
118633,2025-03-11,84.1981
118633,2025-03-12,78.8037
118633,2025-03-13,66.2393
118633,2025-03-14,66.363
118633,2025-03-17,67.2117
118633,2025-03-18,66.8522
118633,2025-03-19,67.4044
118633,2025-03-20,69.1494
118633,2025-03-21,69.4026
118633,2025-03-24,69.9681
118633,2025-03-25,70.4337
118633,2025-03-26,69.5918
118633,2025-03-27,69.9883
118633,2025-03-28,70.214
118633,2025-03-31,70.0895
118633,2025-04-02,65.3152
118633,2025-04-03,67.6198
118633,2025-04-04,70.8384
118633,2025-04-06,71.8915
118633,2025-04-07,73.0366
118633,2025-04-08,77.7389
118633,2025-04-09,76.6614
118633,2025-04-11,84.131
118633,2025-04-12,78.9617
118633,2025-04-14,70.8243
118633,2025-04-15,70.7883
118633,2025-04-16,70.4897
118633,2025-04-17,70.8372
118633,2025-04-18,70.5483
118633,2025-04-21,69.8792
118633,2025-04-22,69.795
118633,2025-04-23,69.6469
118633,2025-04-24,69.3198
118633,2025-04-25,69.0268
118633,2025-04-28,69.7877
118633,2025-04-29,69.6271
118633,2025-04-30,68.9698
118633,2025-05-02,65.133
118633,2025-05-03,67.0052
118633,2025-05-05,68.0222
118633,2025-05-06,72.0353
118633,2025-05-08,76.8614
118633,2025-05-09,76.7054
118633,2025-05-11,83.5923
118633,2025-05-12,79.2311
118633,2025-05-13,70.5321
118633,2025-05-14,70.0331
118633,2025-05-15,69.5875
118633,2025-05-16,69.7195
118633,2025-05-19,70.6085
118633,2025-05-20,71.3042
118633,2025-05-21,71.9135
118633,2025-05-22,71.753
118633,2025-05-23,71.5829
118633,2025-05-26,71.8387
118633,2025-05-27,71.7934
118633,2025-05-28,72.396
118633,2025-05-29,72.9656
118633,2025-05-30,73.385
118633,2025-06-01,59.5623
118633,2025-06-02,64.9487
118633,2025-06-03,67.4651
118633,2025-06-05,69.0403
118633,2025-06-06,71.5946
118633,2025-06-08,77.5491
118633,2025-06-10,81.9345
118633,2025-06-11,83.4708
118633,2025-06-13,70.9524
118633,2025-06-16,71.881
118633,2025-06-17,72.5558
118633,2025-06-18,72.7836
118633,2025-06-19,72.6843
118633,2025-06-20,73.2705
118633,2025-06-23,73.5626
118633,2025-06-24,73.7555
118633,2025-06-25,74.4754
118633,2025-06-26,75.4572
118633,2025-06-27,74.6669
118633,2025-06-30,74.0166
118633,2025-07-01,59.4187
118633,2025-07-02,65.6022
118633,2025-07-03,67.1648
118633,2025-07-04,70.9463
118633,2025-07-05,69.6065
118633,2025-07-07,73.0604
118633,2025-07-08,77.1854
118633,2025-07-10,82.0127
118633,2025-07-11,83.4995
118633,2025-07-14,74.704
118633,2025-07-15,74.6614
118633,2025-07-16,76.0696
118633,2025-07-17,75.8088
118633,2025-07-18,77.1963
118633,2025-07-21,76.575
118633,2025-07-22,76.965
118633,2025-07-23,76.5696
118633,2025-07-24,77.3692
118633,2025-07-25,77.0834
118633,2025-07-28,77.3212
118633,2025-07-29,76.9186
118633,2025-07-30,77.597
118633,2025-07-31,77.1893
118633,2025-08-01,60.2417
118633,2025-08-04,70.2212
118633,2025-08-05,70.5263
118633,2025-08-07,72.7546
118633,2025-08-08,77.2203
118633,2025-08-09,77.3253
118633,2025-08-10,81.974
118633,2025-08-12,79.3121
118633,2025-08-13,76.181
118633,2025-08-14,77.0754
118633,2025-08-15,77.8004
118633,2025-08-18,77.9998
118633,2025-08-19,78.8094
118633,2025-08-20,78.1167
118633,2025-08-21,77.933
118633,2025-08-22,78.2458
118633,2025-08-25,78.1962
118633,2025-08-26,78.0665
118633,2025-08-27,77.2841
118633,2025-08-28,75.9176
118633,2025-08-29,76.5066
118633,2025-09-01,59.9997
118633,2025-09-04,69.9397
118633,2025-09-05,70.8072
118633,2025-09-06,70.7995
118633,2025-09-07,73.5189
118633,2025-09-09,77.2074
118633,2025-09-10,82.7071
118633,2025-09-12,79.7797
118633,2025-09-15,77.0699
118633,2025-09-16,77.9482
118633,2025-09-17,78.1314
118633,2025-09-18,79.3848
118633,2025-09-19,78.4873
118633,2025-09-22,78.6178
118633,2025-09-23,78.7829
118633,2025-09-24,79.2558
118633,2025-09-25,78.73
118633,2025-09-26,79.9495
118633,2025-09-29,79.9999
118633,2025-09-30,79.2775
118633,2025-10-01,61.0874
118633,2025-10-02,65.7376
118633,2025-10-03,66.3176
118633,2025-10-04,69.8044
118633,2025-10-06,71.1259
118633,2025-10-07,73.6481
118633,2025-10-09,77.7954
118633,2025-10-10,83.482
118633,2025-10-11,82.133
118633,2025-10-12,79.8895
118633,2025-10-13,81.4077
118633,2025-10-14,81.9129
118633,2025-10-15,81.9753
118633,2025-10-16,81.0747
118633,2025-10-17,81.7487
118633,2025-10-20,83.4273
118633,2025-10-21,83.8812
118633,2025-10-22,84.7429
118633,2025-10-23,86.1465
118633,2025-10-24,85.5621
118633,2025-10-27,84.2153
118633,2025-10-28,84.7483
118633,2025-10-29,84.607
118633,2025-10-30,83.631
118633,2025-10-31,83.6165
118633,2025-11-02,65.9732
118633,2025-11-03,66.0371
118633,2025-11-04,71.3422
118633,2025-11-06,70.9394
118633,2025-11-07,73.9093
118633,2025-11-08,77.0408
118633,2025-11-09,77.1478
118633,2025-11-11,82.072
118633,2025-11-12,78.5282
118633,2025-11-13,81.6616
118633,2025-11-14,80.5867
118633,2025-11-17,81.3516
118633,2025-11-18,81.1004
118633,2025-11-19,80.7546
118633,2025-11-20,81.0063
118633,2025-11-21,80.4315
118633,2025-11-24,80.6711
118633,2025-11-25,80.1932
118633,2025-11-26,79.8416
118633,2025-11-27,80.1689
118633,2025-11-28,79.4089
118633,2025-12-02,65.1643
118633,2025-12-03,65.6073
118633,2025-12-05,69.5476
118633,2025-12-06,71.3366
118633,2025-12-08,76.1935
118633,2025-12-09,77.0778
118633,2025-12-11,81.1465
118633,2025-12-12,77.3668
118633,2025-12-15,78.7342
118633,2025-12-16,78.7748
118633,2025-12-17,79.4788
118633,2025-12-18,79.2777
118633,2025-12-19,79.278
118633,2025-12-22,79.0024
118633,2025-12-23,80.781
118633,2025-12-24,81.0034
118633,2025-12-25,80.6638
118633,2025-12-26,79.5385
118633,2025-12-29,80.9769
118633,2025-12-30,80.9021
118633,2025-12-31,81.4768
118633,2026-01-01,82.1366
118633,2026-01-04,88.157
118633,2026-01-05,89.7528
118633,2026-01-13,82.8779
118633,2026-01-14,83.3885
118633,2026-01-15,82.294
118633,2026-01-16,81.9126
118633,2026-01-19,81.7207
118633,2026-01-20,81.1655
118633,2026-01-21,81.5152
118633,2026-01-22,82.4154
118633,2026-01-23,83.442
118633,2026-01-26,83.2357
118633,2026-01-27,83.4933
118633,2026-01-28,83.8654
118633,2026-01-29,84.3696
118633,2026-01-30,83.762
118633,2026-02-01,81.8442
118633,2026-02-02,85.1616
118633,2026-02-03,84.2775
118633,2026-02-04,87.8403
118633,2026-02-13,86.3503
118633,2026-02-16,86.364
118633,2026-02-17,87.331
118633,2026-02-18,87.0246
118633,2026-02-19,86.8761
118633,2026-02-20,86.9378
118633,2026-02-23,85.5825
118633,2026-02-24,85.426
118633,2026-02-25,83.6168
118633,2026-02-26,83.229
118633,2026-02-27,83.9024
118633,2026-03-02,85.9047
118633,2026-03-03,83.8798
118633,2026-03-04,87.5693
118633,2026-03-13,86.4641
118633,2026-03-16,85.8991
118633,2026-03-17,86.2184
118633,2026-03-18,85.8645
118633,2026-03-19,86.5966
118633,2026-03-20,87.849
118633,2026-03-23,88.1525
118633,2026-03-24,88.2772
118633,2026-03-25,87.0232
118633,2026-03-26,87.6441
118633,2026-03-27,86.8093
118633,2026-03-30,86.5345
118633,2026-03-31,87.3149
118633,2026-04-02,86.6741
118633,2026-04-03,83.9532
118633,2026-04-05,89.4579
118633,2026-04-13,85.4962
118633,2026-04-14,85.9643
118633,2026-04-15,85.2877
118633,2026-04-16,84.4371
118633,2026-04-17,84.5205
118633,2026-04-20,84.612
118633,2026-04-21,84.5458
118633,2026-04-22,84.3737
118633,2026-04-23,85.7006
118633,2026-04-24,86.0675
118633,2026-04-27,87.6216
118633,2026-04-28,88.6535
118633,2026-04-29,90.0417
118633,2026-04-30,89.2385
118633,2026-05-01,82.3735
118633,2026-05-02,87.6442
118633,2026-05-03,83.204
118633,2026-05-05,88.2006
118633,2026-05-13,87.1135
118633,2026-05-14,86.9882
118633,2026-05-15,88.3718
118633,2026-05-18,87.8994
118633,2026-05-19,89.2411
118633,2026-05-20,89.9581
118633,2026-05-21,90.3196
118633,2026-05-22,90.9644
118633,2026-05-25,91.0223
118633,2026-05-26,92.108
118633,2026-05-27,92.6175
118633,2026-05-28,91.3148
118633,2026-05-29,91.601
118633,2026-06-01,81.9781
118633,2026-06-02,88.1034
118633,2026-06-03,83.2452
118633,2026-06-04,87.0758
118633,2026-06-05,89.4181
118633,2026-07-01,81.3071
118633,2026-07-04,86.2052
118633,2026-07-05,89.2328
118633,2026-08-01,82.1888
118633,2026-08-04,85.7682
118633,2026-08-05,88.452
118633,2026-09-01,82.1165
118633,2026-09-02,87.3539
118633,2026-09-03,85.4686
118633,2026-09-04,84.6003
118633,2026-10-02,87.2919
118633,2026-10-03,86.9161
118633,2026-10-04,85.1553
118633,2026-11-02,86.0744
118633,2026-11-03,87.0014
118633,2026-11-05,88.1746
118633,2026-12-01,82.5355
118633,2026-12-02,86.4347
118633,2026-12-03,87.1693
118633,2026-12-05,87.6028
118634,2022-01-02,58.9776
118634,2022-01-03,65.9333
118634,2022-01-04,67.4928
118634,2022-01-06,74.962
118634,2022-01-07,69.8496
118634,2022-01-08,69.6056
118634,2022-01-09,76.9145
118634,2022-01-11,85.0817
118634,2022-01-12,88.2797
118634,2022-01-13,62.2671
118634,2022-01-14,61.6708
118634,2022-01-17,60.9849
118634,2022-01-18,60.7675
118634,2022-01-19,59.0682
118634,2022-01-20,59.497
118634,2022-01-21,58.3669
118634,2022-01-24,59.469
118634,2022-01-25,58.9409
118634,2022-01-26,58.9037
118634,2022-01-27,58.9586
118634,2022-01-28,59.2375
118634,2022-01-31,59.3238
118634,2022-02-02,59.3489
118634,2022-02-03,67.6377
118634,2022-02-05,77.097
118634,2022-02-06,72.2617
118634,2022-02-08,70.6791
118634,2022-02-09,76.6782
118634,2022-02-11,88.2204
118634,2022-02-12,88.4629
118634,2022-02-14,61.8651
118634,2022-02-15,61.1346
118634,2022-02-16,61.4971
118634,2022-02-17,62.4714
118634,2022-02-18,65.3303
118634,2022-02-21,66.4063
118634,2022-02-22,65.2504
118634,2022-02-23,64.523
118634,2022-02-24,66.9387
118634,2022-02-25,66.7714
118634,2022-02-28,66.8797
118634,2022-03-01,69.1076
118634,2022-03-02,59.8384
118634,2022-03-03,68.2323
118634,2022-03-05,77.128
118634,2022-03-06,72.1188
118634,2022-03-08,70.1877
118634,2022-03-10,76.6754
118634,2022-03-11,89.6407
118634,2022-03-14,68.3243
118634,2022-03-15,67.8009
118634,2022-03-16,67.6894
118634,2022-03-17,67.1635
118634,2022-03-18,67.0844
118634,2022-03-21,67.1604
118634,2022-03-22,66.2752
118634,2022-03-23,66.9952
118634,2022-03-24,66.6637
118634,2022-03-25,65.8431
118634,2022-03-28,65.5367
118634,2022-03-29,65.8447
118634,2022-03-30,65.9885
118634,2022-03-31,66.4866
118634,2022-04-01,68.8538
118634,2022-04-02,59.1733
118634,2022-04-03,67.4638
118634,2022-04-04,68.9544
118634,2022-04-05,77.5996
118634,2022-04-07,71.017
118634,2022-04-08,70.4671
118634,2022-04-10,75.69
118634,2022-04-11,89.9362
118634,2022-04-13,71.9103
118634,2022-04-14,72.9527
118634,2022-04-15,73.3056
118634,2022-04-18,73.7938
118634,2022-04-19,72.0233
118634,2022-04-20,72.0023
118634,2022-04-21,71.0721
118634,2022-04-22,71.4501
118634,2022-04-25,71.4454
118634,2022-04-26,73.7341
118634,2022-04-27,74.8716
118634,2022-04-28,75.2735
118634,2022-04-29,75.0232
118634,2022-05-01,69.0511
118634,2022-05-04,69.3256
118634,2022-05-05,77.7191
118634,2022-05-07,70.5164
118634,2022-05-08,70.6599
118634,2022-05-09,75.0043
118634,2022-05-10,76.8603
118634,2022-05-12,89.7948
118634,2022-05-13,75.7531
118634,2022-05-16,76.2362
118634,2022-05-17,75.4421
118634,2022-05-18,73.8116
118634,2022-05-19,74.7944
118634,2022-05-20,74.1941
118634,2022-05-23,75.0149
118634,2022-05-24,75.5428
118634,2022-05-25,76.1805
118634,2022-05-26,76.2874
118634,2022-05-27,76.8167
118634,2022-05-30,76.7393
118634,2022-05-31,76.0417
118634,2022-06-01,68.4476
118634,2022-06-04,68.2274
118634,2022-06-05,77.2934
118634,2022-06-06,73.9298
118634,2022-06-07,69.8019
118634,2022-06-09,76.1031
118634,2022-06-10,74.8992
118634,2022-06-12,89.1403
118634,2022-06-13,75.5529
118634,2022-06-14,77.5179
118634,2022-06-15,76.3961
118634,2022-06-16,75.565
118634,2022-06-17,74.6285
118634,2022-06-20,72.9705
118634,2022-06-21,71.9644
118634,2022-06-22,72.1444
118634,2022-06-23,71.402
118634,2022-06-24,67.2534
118634,2022-06-27,68.4606
118634,2022-06-28,66.727
118634,2022-06-29,67.4079
118634,2022-06-30,67.4999
118634,2022-07-01,67.0371
118634,2022-07-02,59.624
118634,2022-07-03,66.4742
118634,2022-07-04,67.9982
118634,2022-07-06,74.85
118634,2022-07-07,71.536
118634,2022-07-09,76.7677
118634,2022-07-10,75.5309
118634,2022-07-11,88.3657
118634,2022-07-12,90.6653
118634,2022-07-13,69.8245
118634,2022-07-14,70.2757
118634,2022-07-15,70.5473
118634,2022-07-18,71.1194
118634,2022-07-19,71.3375
